q,q,72,72
q,w,72,72
q,e,72,72
q,r,72,72
q,t,72,72
q,y,72,72
q,u,72,72
q,i,72,72
q,o,72,72
q,p,72,72
q,a,72,72
q,s,72,72
q,d,72,72
q,f,72,72
q,g,72,72
q,h,72,72
q,j,72,72
q,k,72,72
q,l,72,72
q,z,72,72
q,x,72,72
q,c,72,72
q,v,72,72
q,b,72,72
q,n,72,72
q,m,72,72
w,q,72,72
w,w,72,72
w,e,72,72
w,r,72,72
w,t,72,72
w,y,72,72
w,u,72,72
w,i,72,72
w,o,72,72
w,p,72,72
w,a,72,72
w,s,72,72
w,d,72,72
w,f,72,72
w,g,72,72
w,h,72,72
w,j,72,72
w,k,72,72
w,l,72,72
w,z,72,72
w,x,72,72
w,c,72,72
w,v,72,72
w,b,72,72
w,n,72,72
w,m,72,72
e,q,72,72
e,w,72,72
e,e,72,72
e,r,72,72
e,t,72,72
e,y,72,72
e,u,72,72
e,i,72,72
e,o,72,72
e,p,72,72
e,a,72,72
e,s,72,72
e,d,72,72
e,f,72,72
e,g,72,72
e,h,72,72
e,j,72,72
e,k,72,72
e,l,72,72
e,z,72,72
e,x,72,72
e,c,72,72
e,v,72,72
e,b,72,72
e,n,72,72
e,m,72,72
r,q,72,72
r,w,72,72
r,e,72,72
r,r,72,72
r,t,72,72
r,y,72,72
r,u,72,72
r,i,72,72
r,o,72,72
r,p,72,72
r,a,72,72
r,s,72,72
r,d,72,72
r,f,72,72
r,g,72,72
r,h,72,72
r,j,72,72
r,k,72,72
r,l,72,72
r,z,72,72
r,x,72,72
r,c,72,72
r,v,72,72
r,b,72,72
r,n,72,72
r,m,72,72
t,q,72,72
t,w,72,72
t,e,72,72
t,r,72,72
t,t,72,72
t,y,72,72
t,u,72,72
t,i,72,72
t,o,72,72
t,p,72,72
t,a,72,72
t,s,72,72
t,d,72,72
t,f,72,72
t,g,72,72
t,h,72,72
t,j,72,72
t,k,72,72
t,l,72,72
t,z,72,72
t,x,72,72
t,c,72,72
t,v,72,72
t,b,72,72
t,n,72,72
t,m,72,72
y,q,72,72
y,w,72,72
y,e,72,72
y,r,72,72
y,t,72,72
y,y,72,72
y,u,72,72
y,i,72,72
y,o,72,72
y,p,72,72
y,a,72,72
y,s,72,72
y,d,72,72
y,f,72,72
y,g,72,72
y,h,72,72
y,j,72,72
y,k,72,72
y,l,72,72
y,z,72,72
y,x,72,72
y,c,72,72
y,v,72,72
y,b,72,72
y,n,72,72
y,m,72,72
u,q,72,72
u,w,72,72
u,e,72,72
u,r,72,72
u,t,72,72
u,y,72,72
u,u,72,72
u,i,72,72
u,o,72,72
u,p,72,72
u,a,72,72
u,s,72,72
u,d,72,72
u,f,72,72
u,g,72,72
u,h,72,72
u,j,72,72
u,k,72,72
u,l,72,72
u,z,72,72
u,x,72,72
u,c,72,72
u,v,72,72
u,b,72,72
u,n,72,72
u,m,72,72
i,q,72,72
i,w,72,72
i,e,72,72
i,r,72,72
i,t,72,72
i,y,72,72
i,u,72,72
i,i,72,72
i,o,72,72
i,p,72,72
i,a,72,72
i,s,72,72
i,d,72,72
i,f,72,72
i,g,72,72
i,h,72,72
i,j,72,72
i,k,72,72
i,l,72,72
i,z,72,72
i,x,72,72
i,c,72,72
i,v,72,72
i,b,72,72
i,n,72,72
i,m,72,72
o,q,72,72
o,w,72,72
o,e,72,72
o,r,72,72
o,t,72,72
o,y,72,72
o,u,72,72
o,i,72,72
o,o,72,72
o,p,72,72
o,a,72,72
o,s,72,72
o,d,72,72
o,f,72,72
o,g,72,72
o,h,72,72
o,j,72,72
o,k,72,72
o,l,72,72
o,z,72,72
o,x,72,72
o,c,72,72
o,v,72,72
o,b,72,72
o,n,72,72
o,m,72,72
p,q,72,72
p,w,72,72
p,e,72,72
p,r,72,72
p,t,72,72
p,y,72,72
p,u,72,72
p,i,72,72
p,o,72,72
p,p,72,72
p,a,72,72
p,s,72,72
p,d,72,72
p,f,72,72
p,g,72,72
p,h,72,72
p,j,72,72
p,k,72,72
p,l,72,72
p,z,72,72
p,x,72,72
p,c,72,72
p,v,72,72
p,b,72,72
p,n,72,72
p,m,72,72
a,q,72,72
a,w,72,72
a,e,72,72
a,r,72,72
a,t,72,72
a,y,72,72
a,u,72,72
a,i,72,72
a,o,72,72
a,p,72,72
a,a,72,72
a,s,72,72
a,d,72,72
a,f,72,72
a,g,72,72
a,h,72,72
a,j,72,72
a,k,72,72
a,l,72,72
a,z,72,72
a,x,72,72
a,c,72,72
a,v,72,72
a,b,72,72
a,n,72,72
a,m,72,72
s,q,72,72
s,w,72,72
s,e,72,72
s,r,72,72
s,t,72,72
s,y,72,72
s,u,72,72
s,i,72,72
s,o,72,72
s,p,72,72
s,a,72,72
s,s,72,72
s,d,72,72
s,f,72,72
s,g,72,72
s,h,72,72
s,j,72,72
s,k,72,72
s,l,72,72
s,z,72,72
s,x,72,72
s,c,72,72
s,v,72,72
s,b,72,72
s,n,72,72
s,m,72,72
d,q,72,72
d,w,72,72
d,e,72,72
d,r,72,72
d,t,72,72
d,y,72,72
d,u,72,72
d,i,72,72
d,o,72,72
d,p,72,72
d,a,72,72
d,s,72,72
d,d,72,72
d,f,72,72
d,g,72,72
